[Ano],[Mês/Ano],[Estado],[Bacia],[Campo],[Poço],[Ambiente],[Instalação],[Produção de Óleo (m³)],[Produção de Condensado (m³)],[Produção de Gás Associado (Mm³)],[Produção de Gás Não Associado (Mm³)],[Produção de Água (m³)],[Injeção de Gás (Mm³)],[Injeção de Água para Recuperação Secundária (m³)],[Injeção de Água para Descarte (m³)],[Injeção de Gás Carbônico (Mm³)],[Injeção de Nitrogênio (Mm³)],[Injeção de Vapor de Água (t)],[Injeção de Polímeros (m³)],[Injeção de Outros Fluidos (m³)]
2026,01/2026,Rio de Janeiro,Campos,ALBACORA,7-ABL-78HP-RJS,MAR,FPSO FORTE,"695,85","0,00","196,963","0,000","246,04",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,ALBACORA,7-ABL-81HP-RJS,MAR,FPSO FORTE,"1.064,42","0,00","296,516","0,000","3.563,95",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,ALBACORA,7-ABL-87HP-RJS,MAR,FPSO FORTE,"691,30","0,00","77,802","0,000","3.898,17",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,ALBACORA,8-ABL-18HP-RJS,MAR,FPSO FORTE,,,,,,"0,000","3.443,85","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Rio de Janeiro,Campos,ALBACORA,8-ABL-22HPA-RJS,MAR,FPSO FORTE,,,,,,"0,000","3.030,11","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Rio de Janeiro,Campos,ALBACORA,8-ABL-36HP-RJS,MAR,FPSO FORTE,,,,,,"0,000","1.817,14","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Rio de Janeiro,Campos,ALBACORA,8-ABL-48HP-RJS,MAR,FPSO FORTE,,,,,,"0,000","3.030,11","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Rio de Janeiro,Campos,ALBACORA,8-ABL-52HPA-RJS,MAR,FPSO FORTE,,,,,,"0,000","1.801,07","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Rio de Janeiro,Campos,ALBACORA,8-ABL-82HA-RJS,MAR,FPSO FORTE,,,,,,"0,000","14.939,73","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Rio de Janeiro,Campos,ALBACORA,8-ABL-88HA-RJS,MAR,FPSO FORTE,,,,,,"0,000","3.704,18","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Rio de Janeiro,Campos,ALBACORA LESTE,7-AB-134HPA-RJS,MAR,FPSO FORTE,"23.730,02","0,00","2.191,116","0,000","20.732,35",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,ALBACORA LESTE,7-ABL-11H-RJS,MAR,FPSO FORTE,"6.096,12","0,00","654,091","0,000","4.117,84",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,ALBACORA LESTE,7-ABL-16HP-RJS,MAR,FPSO FORTE,"7.479,18","0,00","437,242","0,000","4.719,96",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,ALBACORA LESTE,7-ABL-20HP-RJS,MAR,FPSO FORTE,"6.942,73","0,00","535,602","0,000","60.940,44",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,ALBACORA LESTE,7-ABL-24HP-RJS,MAR,FPSO FORTE,"15.929,63","0,00","2.299,837","0,000","33.233,22",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,ALBACORA LESTE,7-ABL-44HP-RJS,MAR,FPSO FORTE,"9.187,86","0,00","914,894","0,000","10.217,70",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,ALBACORA LESTE,7-ABL-50HP-RJS,MAR,FPSO FORTE,"10.110,37","0,00","1.583,635","0,000","21.544,16",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,ALBACORA LESTE,7-ABL-54HP-RJS,MAR,FPSO FORTE,"7.987,00","0,00","1.635,398","0,000","25.101,92",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,ALBACORA LESTE,7-ABL-56HP-RJS,MAR,FPSO FORTE,"6.844,83","0,00","686,540","0,000","57.673,99",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,ALBACORA LESTE,7-ABL-68HP-RJS,MAR,FPSO FORTE,"9.797,97","0,00","8.771,975","0,000","28.815,67",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,ALBACORA LESTE,7-ABL-78HP-RJS,MAR,FPSO FORTE,"22.498,99","0,00","6.368,456","0,000","7.955,42",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,ALBACORA LESTE,7-ABL-81HP-RJS,MAR,FPSO FORTE,"12.240,86","0,00","3.409,939","0,000","40.985,44",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,ALBACORA LESTE,7-ABL-87HP-RJS,MAR,FPSO FORTE,"7.949,99","0,00","894,728","0,000","44.828,95",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,ALBACORA LESTE,8-ABL-18HP-RJS,MAR,FPSO FORTE,,,,,,"0,000","39.604,23","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Rio de Janeiro,Campos,ALBACORA LESTE,8-ABL-22HPA-RJS,MAR,FPSO FORTE,,,,,,"0,000","34.846,21","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Rio de Janeiro,Campos,ALBACORA LESTE,8-ABL-36HP-RJS,MAR,FPSO FORTE,,,,,,"0,000","20.897,12","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Rio de Janeiro,Campos,ALBACORA LESTE,8-ABL-48HP-RJS,MAR,FPSO FORTE,,,,,,"0,000","34.846,21","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Rio de Janeiro,Campos,ALBACORA LESTE,8-ABL-52HPA-RJS,MAR,FPSO FORTE,,,,,,"0,000","20.712,33","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Rio de Janeiro,Campos,ALBACORA LESTE,8-ABL-82HA-RJS,MAR,FPSO FORTE,,,,,,"0,000","171.806,85","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Rio de Janeiro,Campos,ALBACORA LESTE,8-ABL-88HA-RJS,MAR,FPSO FORTE,,,,,,"0,000","119.768,40","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Rio de Janeiro,Campos,BARRACUDA,1-RJS-380-RJS,MAR,Petrobras 43,,,,,,"0,000","3.112,94","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Rio de Janeiro,Campos,BARRACUDA,3-BR-8-RJS,MAR,Petrobras 43,,,,,,"0,000","43.024,96","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Rio de Janeiro,Campos,BARRACUDA,6-BR-3-RJS,MAR,Petrobras 43,"3.313,63","0,00","443,509","0,000","12.596,92",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,BARRACUDA,7-BR-29HPA-RJS,MAR,Petrobras 43,"4.458,19","0,00","609,690","0,000","8.665,28",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,BARRACUDA,7-BR-31HP-RJS,MAR,Petrobras 43,"2.425,27","0,00","945,230","0,000","17.737,45",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,BARRACUDA,7-BR-36HPA-RJS,MAR,Petrobras 43,"7.025,57","0,00","591,127","0,000","12.764,77",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,BARRACUDA,7-BR-40HP-RJS,MAR,Petrobras 43,"11.858,03","0,00","1.025,569","0,000","7.687,36",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,BARRACUDA,7-BR-42HP-RJS,MAR,Petrobras 43,"11.537,14","0,00","1.360,473","0,000","6.567,55",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,BARRACUDA,7-BR-44HP-RJS,MAR,Petrobras 43,"7.488,80","0,00","359,693","0,000","6.553,12",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,BARRACUDA,7-BR-51HP-RJS,MAR,Petrobras 43,"10.305,67","0,00","942,251","0,000","26.472,50",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,BARRACUDA,7-BR-60HP-RJS,MAR,Petrobras 43,"6.857,56","0,00","380,451","0,000","489,57",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,BARRACUDA,7-BR-62HP-RJS,MAR,Petrobras 43,"5.724,29","0,00","651,608","0,000","13.884,15",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,BARRACUDA,7-BR-83HA-RJS,MAR,Petrobras 43,"28.387,58","0,00","2.328,367","0,000","2.168,04",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,BARRACUDA,7-CRT-49-RJS,MAR,Petrobras 48,"3.010,57","0,00","276,887","0,000","2.060,29",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,BARRACUDA,7-CRT-51D-RJS,MAR,Petrobras 48,"9.329,18","0,00","1.002,604","0,000","611,34",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,BARRACUDA,7-CRT-52-RJS,MAR,Petrobras 48,"15.079,85","0,00","1.889,466","0,000","1.174,86",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,BARRACUDA,8-BR-15HP-RJS,MAR,Petrobras 43,,,,,,"0,000","56.391,90","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Rio de Janeiro,Campos,BARRACUDA,8-BR-16HPA-RJS,MAR,Petrobras 43,,,,,,"0,000","20.624,68","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Rio de Janeiro,Campos,BARRACUDA,8-BR-34HP-RJS,MAR,Petrobras 43,,,,,,"0,000","23.239,37","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Rio de Janeiro,Campos,BARRACUDA,8-BR-47HP-RJS,MAR,Petrobras 43,,,,,,"0,000","12.451,68","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Rio de Janeiro,Campos,BARRACUDA,8-BR-57DP-RJS,MAR,Petrobras 43,,,,,,"0,000","13.366,89","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Rio de Janeiro,Campos,BARRACUDA,9-BR-82DB-RJS,MAR,Petrobras 48,"12.685,52","0,00","1.531,805","0,000","4.481,24",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,BONITO,4-RJS-431-RJ,MAR,PLATAFORMA DE ENCHOVA,"1.457,07","0,00","362,940","0,000","1.763,18",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,BONITO,7-BO-13H-RJS,MAR,PLATAFORMA DE ENCHOVA,"3.955,93","0,00","460,561","0,000","308,48",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,BONITO,7-BO-14D-RJS,MAR,PLATAFORMA DE ENCHOVA,"2.379,27","0,00","277,334","0,000","1.827,63",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,BONITO,7-BO-21HP-RJS,MAR,PLATAFORMA DE ENCHOVA,"5.806,08","0,00","675,976","0,000","309,13",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,BONITO,7-BO-23H-RJS,MAR,PLATAFORMA DE ENCHOVA,"4.395,44","0,00","511,740","0,000","114,17",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,BONITO,7-BO-25H-RJS,MAR,PLATAFORMA DE ENCHOVA,"4.335,27","0,00","1.190,910","0,000","3.683,43",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,BONITO,7-EN-7D-RJS,MAR,PLATAFORMA DE ENCHOVA,"5.892,17","0,00","646,714","0,000","5.193,89",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,CARAPEBA,7-CRP-12D-RJS,MAR,PLATAFORMA DE CARAPEBA 1,"3.168,90","0,00","46,901","0,000","13.471,00",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,CARAPEBA,7-CRP-13D-RJS,MAR,PLATAFORMA DE CARAPEBA 2,"1.524,26","0,00","51,045","0,000","20.148,00",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,CARAPEBA,7-CRP-16D-RJS,MAR,PLATAFORMA DE CARAPEBA 2,"2.158,40","0,00","68,235","0,000","17.779,00",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,CARAPEBA,7-CRP-18D-RJS,MAR,PLATAFORMA DE CARAPEBA 1,"1.151,31","0,00","43,735","0,000","23.032,00",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,CARAPEBA,7-CRP-20D-RJS,MAR,PLATAFORMA DE CARAPEBA 2,"4.391,39","0,00","61,298","0,000","9.191,00",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,CARAPEBA,7-CRP-33D-RJS,MAR,PLATAFORMA DE CARAPEBA 2,"819,98","0,00","28,579","0,000","7.589,00",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,CARAPEBA,7-CRP-34D-RJS,MAR,PLATAFORMA DE CARAPEBA 1,"699,98","0,00","37,068","0,000","4.392,00",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,CARAPEBA,7-CRP-36D-RJS,MAR,PLATAFORMA DE CARAPEBA 2,"948,81","0,00","30,729","0,000","20.076,00",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,CARAPEBA,7-CRP-41D-RJS,MAR,PLATAFORMA DE CARAPEBA 1,"1.283,80","0,00","43,968","0,000","11.476,00",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,CARAPEBA,7-CRP-47D-RJS,MAR,PLATAFORMA DE CARAPEBA 2,"1.904,50","0,00","41,305","0,000","21.902,00",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,CARAPEBA,7-CRP-49D-RJS,MAR,PLATAFORMA DE CARAPEBA 3,"4.901,76","0,00","100,292","0,000","16.258,00",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,CARAPEBA,7-CRP-50D-RJS,MAR,PLATAFORMA DE CARAPEBA 3,"1.822,23","0,00","53,959","0,000","21.693,00",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,CARAPEBA,7-CRP-57D-RJS,MAR,PLATAFORMA DE CARAPEBA 3,"781,70","0,00","41,457","0,000","10.588,00",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,CARAPEBA,7-CRP-58D-RJS,MAR,PLATAFORMA DE CARAPEBA 3,"1.777,74","0,00","37,188","0,000","18.480,00",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,CARAPEBA,7-CRP-59D-RJS,MAR,PLATAFORMA DE CARAPEBA 3,"3.254,40","0,00","78,921","0,000","24.060,00",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,CARAPEBA,7-CRP-61D-RJS,MAR,PLATAFORMA DE CARAPEBA 3,"1.493,12","0,00","41,431","0,000","17.514,00",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,CARAPEBA,7-CRP-63HPA-RJS,MAR,PLATAFORMA DE CARAPEBA 3,"5.832,60","0,00","124,820","0,000","16.817,00",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,CARATINGA,3-BR-8-RJS,MAR,Petrobras 43,,,,,,"0,000","5.867,04","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Rio de Janeiro,Campos,CARATINGA,7-BR-29HPA-RJS,MAR,Petrobras 43,"607,94","0,00","83,140","0,000","1.181,63",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,CARATINGA,7-BR-42HP-RJS,MAR,Petrobras 43,"1.573,25","0,00","185,519","0,000","895,58",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,CARATINGA,7-BR-44HP-RJS,MAR,Petrobras 43,"1.021,20","0,00","49,049","0,000","893,61",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,CARATINGA,7-BR-51HP-RJS,MAR,Petrobras 43,"1.405,32","0,00","128,489","0,000","3.609,89",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,CARATINGA,7-BR-60HP-RJS,MAR,Petrobras 43,"935,12","0,00","51,880","0,000","66,76",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,CARATINGA,7-BR-62HP-RJS,MAR,Petrobras 43,"780,59","0,00","88,856","0,000","1.893,29",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,CARATINGA,7-BR-83HA-RJS,MAR,Petrobras 43,"3.871,03","0,00","317,505","0,000","295,64",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,CARATINGA,7-CRT-17HP-RJS,MAR,Petrobras 48,"524,09","0,00","66,088","0,000","4.369,40",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,CARATINGA,7-CRT-21HPA-RJS,MAR,Petrobras 48,"0,13","0,00","0,019","0,000","0,80",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,CARATINGA,7-CRT-49-RJS,MAR,Petrobras 48,"2.778,99","0,00","255,588","0,000","1.901,81",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,CARATINGA,7-CRT-51D-RJS,MAR,Petrobras 48,"8.611,55","0,00","925,481","0,000","564,32",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,CARATINGA,7-CRT-52-RJS,MAR,Petrobras 48,"13.919,86","0,00","1.744,119","0,000","1.084,48",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,CARATINGA,8-BR-15HP-RJS,MAR,Petrobras 43,,,,,,"0,000","7.689,81","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Rio de Janeiro,Campos,CARATINGA,8-BR-34HP-RJS,MAR,Petrobras 43,,,,,,"0,000","3.169,00","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Rio de Janeiro,Campos,CARATINGA,9-BR-82DB-RJS,MAR,Petrobras 48,"11.709,71","0,00","1.413,974","0,000","4.136,53",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,ENCHOVA,7-EN-18D-RJS,MAR,PLATAFORMA DE ENCHOVA,"2.519,71","0,00","448,739","0,000","1.480,58",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,ENCHOVA,7-EN-23D-RJS,MAR,PLATAFORMA DE ENCHOVA,"1.670,97","0,00","499,039","0,000","2.527,44",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,ENCHOVA,7-EN-26D-RJS,MAR,PLATAFORMA DE ENCHOVA,"1.146,01","0,00","469,238","0,000","303,30",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,ENCHOVA,7-EN-33DA-RJS,MAR,PLATAFORMA DE ENCHOVA,"209,70","0,00","163,482","0,000","661,32",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,ENCHOVA,7-EN-36D-RJS,MAR,PLATAFORMA DE ENCHOVA,"1.095,37","0,00","109,280","0,000","859,45",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,ENCHOVA,7-EN-39D-RJS,MAR,PLATAFORMA DE ENCHOVA,"114,82","0,00","57,879","0,000","110,98",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,ENCHOVA,7-EN-40D-RJS,MAR,PLATAFORMA DE ENCHOVA,"1.955,63","0,00","623,423","0,000","6.256,28",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,ENCHOVA,7-EN-51HP-RJS,MAR,PLATAFORMA DE ENCHOVA,"3.489,65","0,00","624,945","0,000","5.605,83",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,ENCHOVA,7-EN-52H-RJS,MAR,PLATAFORMA DE ENCHOVA,"2.877,02","0,00","545,064","0,000","1.624,61",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,ENCHOVA,7-EN-55-RJS,MAR,PLATAFORMA DE ENCHOVA,"0,00","0,00","1.815,379","0,000","0,00",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,ENCHOVA OESTE,3-BRSA-589-RJS,MAR,PLATAFORMA DE ENCHOVA,"4.602,08","0,00","643,000","0,000","678,56",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,ENCHOVA OESTE,4-RJS-253-RJ,MAR,PLATAFORMA DE ENCHOVA,"31,18","0,00","5,708","0,000","13,63",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,ENCHOVA OESTE,4-RJS-430D-RJ,MAR,PLATAFORMA DE ENCHOVA,"2.057,92","0,00","586,221","0,000","1.257,41",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,ESPADARTE,4-BRSA-480D-RJS,MAR,FPSO Cidade de Campos dos Goytacazes,"13.705,48","0,00","690,094","0,000","871,78",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,ESPADARTE,7-ESP-53D-RJS,MAR,FPSO Cidade de Campos dos Goytacazes,"39.527,57","0,00","1.872,070","0,000","57,42",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,ESPADARTE,7-ESP-54D-RJS,MAR,FPSO Cidade de Campos dos Goytacazes,"37.737,22","0,00","1.975,744","0,000","1.933,22",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,ESPADIM,6-BRSA-770D-RJS,MAR,FPSO ANITA GARIBALDI,"475,48","0,00","67,962","0,000","5,13",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,ESPADIM,8-MRL-232DA-RJS,MAR,FPSO ANITA GARIBALDI,,,,,,"0,000","1.621,24","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Rio de Janeiro,Campos,ESPADIM,9-MRL-231DA-RJS,MAR,FPSO ANITA GARIBALDI,"1.151,74","0,00","203,312","0,000","3,95",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,FRADE,7-FR-15HP-RJS,MAR,FPSO FRADE,"15.000,33","0,00","1.262,241","0,000","5.034,55",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,FRADE,7-FR-25HP-RJS,MAR,FPSO FRADE,"9.085,50","0,00","632,477","0,000","15.148,29",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,FRADE,7-FR-26HP-RJS,MAR,FPSO FRADE,"4.970,88","0,00","155,382","0,000","4.546,88",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,FRADE,7-FR-30H-RJS,MAR,FPSO FRADE,"6.635,59","0,00","649,961","0,000","241,78",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,FRADE,7-FR-33HP-RJS,MAR,FPSO FRADE,"13.979,75","0,00","1.000,012","0,000","20,05",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,FRADE,7-FR-54H-RJS,MAR,FPSO FRADE,"23.390,03","0,00","2.211,407","0,000","26.019,20",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,FRADE,7-FR-60HP-RJS,MAR,FPSO FRADE,"14.140,00","0,00","924,575","0,000","25.182,77",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,FRADE,7-FR-61HP-RJS,MAR,FPSO FRADE,"29.401,99","0,00","1.582,166","0,000","88,96",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,FRADE,7-FR-63H-RJS,MAR,FPSO FRADE,"7.919,66","0,00","283,378","0,000","11.060,18",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,FRADE,7-FR-64HP-RJS,MAR,FPSO FRADE,"11.607,84","0,00","266,470","0,000","2.187,48",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,FRADE,7-FR-8HP-RJS,MAR,FPSO FRADE,"9.048,55","0,00","84,453","0,000","30.379,58",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,FRADE,8-FR-29D-RJS,MAR,FPSO FRADE,,,,,,"0,000","7.407,19","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Rio de Janeiro,Campos,FRADE,8-FR-56DP-RJS,MAR,FPSO FRADE,,,,,,"0,000","25.422,85","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Rio de Janeiro,Campos,FRADE,8-FR-57D-RJS,MAR,FPSO FRADE,,,,,,"0,000","33.392,65","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Rio de Janeiro,Campos,FRADE,8-FR-62H-RJS,MAR,FPSO FRADE,,,,,,"0,000","40.335,50","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Rio de Janeiro,Campos,LINGUADO,7-PM-21D-RJS,MAR,PLATAFORMA DE PAMPO 1,"33,09","0,00","5,432","0,000","223,41",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,LINGUADO,7-PM-38D-RJS,MAR,PLATAFORMA DE PAMPO 1,"20,06","0,00","1,571","0,000","50,07",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,LINGUADO,7-PM-50HP-RJS,MAR,PLATAFORMA DE PAMPO 1,"14,22","0,00","1,365","0,000","221,88",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,MARIMBÁ,3-BRSA-767A-RJS,MAR,Plataforma 08,"547,90","0,00","28,625","0,000","5.509,23",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,MARIMBÁ,3-RJS-394D-RJ,MAR,Plataforma 08,"1,61","0,00","0,269","0,000","5,44",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,MARIMBÁ,4-RJS-338-RJS,MAR,Plataforma 08,"4.105,75","0,00","292,090","0,000","3.483,07",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,MARIMBÁ,7-MA-10-RJS,MAR,Plataforma 08,"5.922,85","0,00","424,129","0,000","13.514,35",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,MARIMBÁ,7-MA-14D-RJS,MAR,Plataforma 08,"2.627,71","0,00","185,729","0,000","8.354,48",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,MARIMBÁ,7-MA-15D-RJS,MAR,Plataforma 08,"6.511,05","0,00","479,198","0,000","9.653,46",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,MARIMBÁ,7-MA-16D-RJS,MAR,Plataforma 08,"1.183,98","0,00","84,550","0,000","4.111,47",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,MARIMBÁ,7-MA-17D-RJS,MAR,Plataforma 08,"2.717,61","0,00","192,494","0,000","4.149,28",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,MARIMBÁ,7-MA-31HPB-RJS,MAR,Plataforma 08,"2.864,25","0,00","190,496","0,000","4.692,88",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,MARIMBÁ,7-MA-34D-RJS,MAR,Plataforma 08,"1.761,98","0,00","119,117","0,000","3.351,79",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,MARIMBÁ,7-MA-8D-RJS,MAR,Plataforma 08,"4.092,89","0,00","333,345","0,000","20.452,89",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,MARIMBÁ,7-MA-9D-RJS,MAR,Plataforma 08,"4.924,00","0,00","333,273","0,000","3.808,04",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,MARLIM,6-BRSA-770D-RJS,MAR,FPSO ANITA GARIBALDI,"13.143,81","0,00","1.878,695","0,000","141,86",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,MARLIM,7-MLS-10HPB-RJS,MAR,Petrobras 40,"1.139,68","0,00","147,585","0,000","6.368,09",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,MARLIM,7-MLS-169HP-RJS,MAR,Petrobras 40,"559,62","0,00","101,513","0,000","5.100,73",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,MARLIM,7-MLS-51HP-RJS,MAR,Petrobras 40,"1.511,01","0,00","268,348","0,000","4.730,77",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,MARLIM,7-MRL-150HP-RJS,MAR,FPSO ANNA NERY,"997,28","0,00","127,955","0,000","3.739,34",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,MARLIM,7-MRL-205HP-RJS,MAR,FPSO ANNA NERY,,,,,,"0,000","121.016,23","0,00","0,000","0,000","0,00","0,00","0,00"
